CÓDIGO_INSTITUCIÓN_PADRE;CÓDIGO_INSTITUCIÓN;NOMBRE_INSTITUCIÓN;ESTADO_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;REGISTRO_UNICO;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;TITULO_OTORGADO;ESTADO_PROGRAMA;JUSTIFICACION;JUSTIFICACION_DETALLADA;RECONOCIMIENTO_DEL_MINISTERIO;RESOLUCIÓN_DE_APROBACIÓN;FECHA_DE_RESOLUCIÓN;VIGENCIA_AÑOS;FECHA_DE_REGISTRO_EN_SNIES;CAMPO_AMPLIO;CAMPO_ESPECÍFIC;CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;PERIODICIDAD;SE_OFRECE_POR_CICLOS_PROPEDÉUT;PERIODICIDAD_ADMISIONES;PROGRAMA_EN_CONVENIO;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;COSTO_MATRÍCULA_ESTUD_NUEVOS
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;6026;272440030006854701200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;35875,3495;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Santander;Piedecuesta;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;7745;272440030001517601202;INGENIERÍA DE SISTEMAS;INGENIERO DE SISTEMAS;Activo;;;Registro calificado;707;42389;7;36193,62272;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;164;10;Semestral;No;Semestral;N;Boyacá;Chiquinquirá;3234763
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;17656;272446210386867911500;INGENIERIA ELECTRONICA;INGENIERO ELECTRONICO;Inactivo;;Renovación de registro calificado negado.;n/a;;;;37361;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;160;10;Semestral;No;Semestral;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;102494;102494;INGENIERÍA ELECTRÓNICA;INGENIERO (A)  ELECTRÓNICO (A);Activo;;;Registro calificado;5935;41414;8,5;41415,38404;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;160;10;Semestral;No;Semestral;N;Santander;San Gil;3234763
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;53605;53605;INGENIERÍA ELECTRÓNICA;INGENIERO(A) ELECTRÓNICO(A);Activo;;;Registro calificado;2488;42060;7;39555;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;164;10;Semestral;No;Semestral;N;Casanare;Yopal;3364615
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;12786;272446580206867911200;INGENIERIA EN MANTENIMIENTO INDUSTRIAL Y HOSPITALARIO;INGENIERO EN MANTENIMIENTO INDUSTRIAL HOSPITALARIO;Inactivo;;;n/a;;;;37119;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Sin definir;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;4207;272443703216867913100;LICENCIATURA EN CIENCIAS SOCIALES ENFASIS EN DEMOCRACIA;LICENCIADO EN CIENCIAS SOCIALES ENFASIS EN DEMOCRACIA;Inactivo;;;n/a;;;;35875,34904;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;3;Semestral;No;Semestral;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;10352;272445003706867913100;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;LICENCIADO EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;Inactivo;;;Registro calificado;254;36570;7;36677,47969;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;160;10;Semestral;No;Semestral;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;10355;272443726206867913100;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA;LICENCIADO EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA;Inactivo;;;Registro calificado;464;36588;7;36677,62963;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;157;10;Semestral;No;Semestral;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;106903;106903;LICENCIATURA EN EDUCACIÓN INFANTIL;LICENCIADO/A EN EDUCACIÓN INFANTIL;Activo;;;Registro calificado;17410;42612;7;43250,78764;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;150;9;Semestral;No;Semestral;N;Santander;San Gil;1915792
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;105829;105829;LICENCIATURA EN EDUCACIÓN PARA LA PRIMERA INFANCIA;LICENCIADO/A EN EDUCACIÓN PARA LA PRIMERA INFANCIA;Inactivo;;;Registro calificado;17410;42612;7;42614,8728;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;150;9;Semestral;No;Semestral;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;9139;272443706306886103100;LICENCIATURA EN EDUCACION RURAL;LICENCIADO EN EDUCACION RURAL CON ESPECIALIDAD EN DESARROLLO CO-MUNITARIO. METODOLOGIA SEMIPRESENCIA;Inactivo;;;n/a;;;;36398,38705;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;8;Semestral;No;Semestral;N;Santander;Vélez;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;2610;272443706306867913100;LICENCIATURA EN EDUCACION RURAL;LICENCIADO EN EDUCACION RURAL CON ESPECIALIDAD EN DESARROLLO CO-MUNITARIO. METODOLOGIA SEMIPRESENCIA;Inactivo;;;n/a;;;;35875,34865;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;8;Semestral;No;Semestral;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;12146;272443070146867912300;LICENCIATURA EN EDUCACION RURAL Y DESARROLLO COMUNITARIO;LICENCIADO(A) EN EDUCACION RURAL Y DESARROLLO COMUNITARIO;Inactivo;;;Registro calificado;2866;36829;7;37057,40471;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Distancia (tradicional);157;12;Semestral;No;Semestral;N;Santander;San Gil;
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;4149;272441002006867911100;LICENCIATURA EN FILOSOFIA Y EDUCACION RELIGIOSA;LICENCIADO(A) EN FILOSOFIA Y EDUCACION RELIGIOSA;Inactivo;;;n/a;;;;35875,34904;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;157;10;Semestral;No;Semestral;N;Santander;San Gil;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;110043;110043;ADMINISTRACIÓN DE AGRONEGOCIOS;ADMINISTRADOR DE AGRONEGOCIOS;Activo;;;Registro calificado;5694;44286;7;44322,63663;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Sin clasificar;Sin clasificar;Pregrado;Universitaria;Distancia (virtual);147;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;101382;101382;ADMINISTRACION DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Activo;;;Registro calificado;13826;43327;7;40883,65814;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;135;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4777590
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;16600;272546580001300101100;ADMINISTRACION DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Inactivo;;;n/a;;;;37529;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Bolívar;Cartagena de Indias;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;1893;272546580001100111100;ADMINISTRACION DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Activo;;;Registro calificado;14499;41563;8,5;35875,34845;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;141;8;Semestral;Si;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4777590
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;5780;272546580001300101200;ADMINISTRACION DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Inactivo;;;n/a;;;;35875,34946;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Bolívar;Cartagena de Indias;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;5794;272546580005400101100;ADMINISTRACION DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Inactivo;;;n/a;;;;35875,34946;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Norte de Santander;San José de Cúcuta;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;102847;102847;ADMINISTRACIÓN DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Activo;;;Registro calificado;14509;41563;8,5;41573,44059;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;135;8;Semestral;No;Semestral;N;Antioquia;Medellín;3090630
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;90399;90399;ADMINISTRACIÓN DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Activo;;;Registro calificado;21998;42696;7;40280;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Distancia (virtual);135;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;2260900
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;54938;54938;ADMINISTRACIÓN DE EMPRESAS - CICLO PROFESIONAL;ADMINISTRADOR DE EMPRESAS;Inactivo;;Registro calificado vencido;n/a;;;;40116;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Distancia (virtual);145;3;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;107852;107852;ADMINISTRACIÓN HOTELERA Y GASTRONÓMICA;PROFESIONAL EN ADMINISTRACIÓN HOTELERA Y GASTRONÓMICA;Activo;;;Registro calificado;1274;43500;7;43567,63838;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;145;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;5432000
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;20450;272543500001100111500;ADMINISTRACION PUBLICA;ADMINISTRADOR PÚBLICO;Activo;;;Registro calificado;3563;43559;7;38119;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;139;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;3323865
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;53140;53140;ADMINISTRACIÓN PÚBLICA;ADMINISTRADOR PÚBLICO;Activo;;;Registro calificado;22730;42002;7;39386;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Distancia (virtual);144;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;2260900
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;53443;53443;ARTES DE LA ESCENA;MAESTRO EN ARTES DE LA ESCENA;Activo;;;Registro calificado;22901;42004;7;39484;Arte y Humanidades;Artes;Música y artes escénicas;Bellas artes;Artes representativas;Pregrado;Universitaria;Presencial;145;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;5400000
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;91441;91441;CIENCIA POLÍTICA;POLITÓLOGO;Inactivo;;Se inactiva por vencimiento de registro calificado;Registro calificado;6491;40764;7;40766,6145;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Ciencias políticas y educación cívica;Ciencias sociales y humanas;Ciencia política, relaciones internacionales;Pregrado;Universitaria;Presencial;143;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;108274;108274;COMUNICACIÓN DIGITAL;PROFESIONAL EN COMUNICACIÓN DIGITAL;Activo;;;Registro calificado;8891;43704;7;43721,38731;Ciencias Sociales, Periodismo e Información;Periodismo e información;Periodismo, comunicación y reportajes;Bellas artes;Publicidad y afines;Pregrado;Universitaria;Presencial;145;8;Semestral;No;Semestral;N;Antioquia;Medellín;3091000
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;109274;109274;COMUNICACIÓN SOCIAL;COMUNICADOR SOCIAL;Activo;;;Registro calificado;9933;43999;7;44018,57622;Ciencias Sociales, Periodismo e Información;Periodismo e información;Periodismo, comunicación y reportajes;Sin clasificar;Sin clasificar;Pregrado;Universitaria;Distancia (virtual);144;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;91439;91439;COMUNICACIÓN SOCIAL;COMUNICADOR SOCIAL;Inactivo;;;Registro calificado;6489;40764;7;40766,61172;Ciencias Sociales, Periodismo e Información;Periodismo e información;Periodismo, comunicación y reportajes;Ciencias sociales y humanas;Comunicación social, periodismo y afines;Pregrado;Universitaria;Distancia (virtual);144;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;3638;272543020701100111100;COMUNICACION SOCIAL- PERIODISMO;COMUNICADOR SOCIAL - PERIODISTA;Activo;;;Registro calificado;4567;41730;8;35875,34887;Ciencias Sociales, Periodismo e Información;Periodismo e información;Periodismo, comunicación y reportajes;Ciencias sociales y humanas;Comunicación social, periodismo y afines;Pregrado;Universitaria;Presencial;145;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;6874575
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;1894;272546570831100111100;CONTADURIA PUBLICA;CONTADOR PUBLICO;Activo;;;Registro calificado;15893;41586;8,5;35875,34845;Administración de Empresas y Derecho;Educación comercial y administración;Contabilidad e impuestos;Economía, administración, contaduría y afines;Contaduría pública;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;3754125
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;53632;53632;CONTADURÍA PÚBLICA;CONTADOR PÚBLICO;Activo;;;Registro calificado;4428;42102;7;39576;Administración de Empresas y Derecho;Educación comercial y administración;Contabilidad e impuestos;Economía, administración, contaduría y afines;Contaduría pública;Pregrado;Universitaria;Distancia (virtual);144;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;2260900
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;105309;105309;CONTADURÍA PÚBLICA;CONTADOR PÚBLICO;Activo;;;Registro calificado;2427;42410;7;42413,88995;Administración de Empresas y Derecho;Educación comercial y administración;Contabilidad e impuestos;Economía, administración, contaduría y afines;Contaduría pública;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Antioquia;Medellín;3090630
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;17407;272543400001100111100;DERECHO;ABOGADO;Inactivo;;Registro calificado no renovado;n/a;;;;37349;Administración de Empresas y Derecho;Derecho;Derecho;Ciencias sociales y humanas;Derecho y afines;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;107380;107380;DERECHO;ABOGADO;Activo;;;Registro calificado;13657;43327;7;43359,33029;Administración de Empresas y Derecho;Derecho;Derecho;Ciencias sociales y humanas;Derecho y afines;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;5133762
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;102464;102464;DERECHO;ABOGADO;Activo;;;Registro calificado;16034;43817;7;41403,68491;Administración de Empresas y Derecho;Derecho;Derecho;Ciencias sociales y humanas;Derecho y afines;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Antioquia;Medellín;3090630
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;7580;272546580301100111100;DIRECCION HUMANA Y ORGANIZACIONAL;PROFESIONAL EN DIRECCION HUMANA Y ORGANIZACIONAL;Inactivo;;;n/a;;;;36117,66351;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;54726;54726;DISEÑO DE MODAS;PROFESIONAL EN DISEÑO DE MODAS;Activo;;;Registro calificado;2405;42410;7;40004;Arte y Humanidades;Artes;Diseño industrial, de moda e interiores;Bellas artes;Diseño;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;6235575
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;107733;107733;DISEÑO GRÁFICO;PROFESIONAL EN DISEÑO GRAFICO;Activo;;;Registro calificado;1272;43500;7;43553,50279;Arte y Humanidades;Artes;Bellas artes;Bellas artes;Diseño;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Antioquia;Medellín;3090630
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;54534;54534;DISEÑO GRÁFICO;PROFESIONAL EN DISEÑO GRÁFICO;Activo;;;Acreditación de alta calidad;6101;43628;4;39911;Arte y Humanidades;Artes;Bellas artes;Bellas artes;Diseño;Pregrado;Universitaria;Presencial;140;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;6874575
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;101525;101525;DISEÑO INDUSTRIAL;DISEÑADOR INDUSTRIAL;Activo;;;Registro calificado;15878;43364;7;40933,4051;Arte y Humanidades;Artes;Diseño industrial, de moda e interiores;Bellas artes;Diseño;Pregrado;Universitaria;Presencial;144;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;6874575
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;101387;101387;ECONOMÍA;ECONOMISTA;Inactivo;;;Registro calificado;11241;40879;7;40890,67957;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Economía;Economía, administración, contaduría y afines;Economía;Pregrado;Universitaria;Distancia (virtual);135;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;53921;53921;ECONOMÍA;ECONOMISTA;Activo;;;Registro calificado;5872;42128;7;39688;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Economía;Economía, administración, contaduría y afines;Economía;Pregrado;Universitaria;Presencial;145;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;3873405
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;110007;110007;ECONOMÍA.;ECONOMISTA;Activo;;;Registro calificado;3232;44257;7;44320,6911;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Economía;Sin clasificar;Sin clasificar;Pregrado;Universitaria;Distancia (virtual);152;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;109059;109059;FINANZAS;PROFESIONAL EN FINANZAS;Activo;;;Registro calificado;15322;43817;7;43857,64372;Administración de Empresas y Derecho;Educación comercial y administración;Gestión financiera, administración bancaria y seguros;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;145;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4778000
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;109813;109813;GESTIÓN DE LA SEGURIDAD Y LA SALUD LABORAL;PROFESIONAL EN GESTIÓN EN SEGURIDAD Y LA SALUD LABORAL;Activo;;;Registro calificado;2174;44242;7;44239,64087;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Sin clasificar;Sin clasificar;Pregrado;Universitaria;Presencial;145;8;Semestral;No;Semestral;N;Antioquia;Medellín;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;5779;272540030001300101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;35875,34946;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Bolívar;Cartagena de Indias;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;1895;272540030001100111100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Activo;;;Acreditación de alta calidad;11592;43298;4;35875,34845;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;145;8;Semestral;Si;Semestral;N;Bogotá D.C.;Bogotá, D.C.;5305830
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;16599;272540030001300101100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;Desistidos 11-sep-19;n/a;;;;37529;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Bolívar;Cartagena de Indias;
2725;2725;POLITECNICO GRANCOLOMBIANO;Activa;Institución Universitaria/Escuela Tecnológica;Privado;;53738;53738;INGENIERÍA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;Registro calificado no renovado;n/a;;;;39626;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;171;10;Semestral;No;Semestral;N;Bolívar;Cartagena de Indias;
